birth_year,height.cm,height.in,study_id
1950,166.46535877693435,65.5375428255647,BLS 1950
1950,161.61816225308465,63.6291977374349,BLS 1950
1950,160.29574665525465,63.1085616752971,BLS 1950
1950,161.04230827056327,63.4024835710879,BLS 1950
1950,163.57474916176864,64.3995075440034,BLS 1950
1950,156.60706759911037,61.6563258264214,BLS 1950
1950,184.65430109065488,72.6985437364783,BLS 1950
1950,182.98024579839318,72.0394668497611,BLS 1950
1950,183.47672870537738,72.2349325611722,BLS 1950
1950,176.56085192592343,69.5121464275289,BLS 1950
1950,172.80028498040963,68.0316082600038,BLS 1950
1950,171.59461215003853,67.556933917338,BLS 1950
1950,166.19369117392696,65.4305870763492,BLS 1950
1950,166.78365049179644,65.6628545243293,BLS 1950
1950,172.10727259573997,67.7587687384803,BLS 1950
1950,173.61368015353096,68.3518425801303,BLS 1950
1950,176.80831237284937,69.6095718003344,BLS 1950
1950,163.02879682154392,64.1845656777732,BLS 1950
1950,185.60950724027128,73.0746091497131,BLS 1950
1950,158.43383863040705,62.3755270198453,BLS 1950
1950,160.0807824682583,63.0239301056135,BLS 1950
1950,170.7639559398732,67.2299039133359,BLS 1950
1950,166.49981381580238,65.551107801497,BLS 1950
1950,183.08229927976157,72.0796453857329,BLS 1950
1950,160.25147041012988,63.0911300827283,BLS 1950
1950,163.38181424789605,64.3235489164945,BLS 1950
1950,181.97284618229148,71.6428528276738,BLS 1950
1950,195.05446049711668,76.7930946839042,BLS 1950
1950,162.29054239537578,63.8939143288881,BLS 1950
1950,162.05866260272913,63.8026230719406,BLS 1950
1950,181.84426786028325,71.5922314410564,BLS 1950
1950,171.50578724670697,67.5219634829555,BLS 1950
1950,163.5616527481238,64.3943514756393,BLS 1950
1950,155.39268556875635,61.1782226648647,BLS 1950
1950,170.13905088451688,66.9838783009909,BLS 1950
1950,165.90379764469333,65.3164557656273,BLS 1950
1950,161.47843026852226,63.5741851450875,BLS 1950
1950,169.19194122485354,66.6110004822258,BLS 1950
1950,164.8758579052333,64.9117550808005,BLS 1950
1950,164.56578715901355,64.7896799838636,BLS 1950
1950,170.0217342406419,66.937690645922,BLS 1950
1950,173.1589448908857,68.1728129491676,BLS 1950
1950,153.54467620625158,60.4506599237211,BLS 1950
1950,164.57486403965856,64.7932535589207,BLS 1950
1950,157.00989426006555,61.8149190000258,BLS 1950
1950,181.7932490773406,71.5721453060396,BLS 1950
1950,170.97859079665494,67.3144058254547,BLS 1950
1950,177.5456783392839,69.8998733619228,BLS 1950
1950,177.19472312358667,69.7617020171601,BLS 1950
1950,172.07603642077657,67.7464710318018,BLS 1950
1950,152.88316268481316,60.190221529454,BLS 1950
1950,180.35650968926961,71.0064998776652,BLS 1950
1950,180.76366725825233,71.1667981331702,BLS 1950
1950,184.74849987416982,72.7356298717204,BLS 1950
1950,173.07108669762505,68.1382231093012,BLS 1950
1950,168.60472054992334,66.3798112401273,BLS 1950
1950,175.85127269356502,69.2327845250256,BLS 1950
1950,160.71580200836982,63.2739377985708,BLS 1950
1950,157.04251731220157,61.8277627213392,BLS 1950
1950,163.12187139131595,64.2212092091795,BLS 1950
1950,162.15681338725622,63.841265113093,BLS 1950
1950,170.11591611927852,66.9747701257002,BLS 1950
1950,181.4867822962581,71.451489093015,BLS 1950
1950,151.4161214958364,59.6126462582033,BLS 1950
1950,167.13043925137728,65.7993855320383,BLS 1950
1950,168.80342294880654,66.4580405310262,BLS 1950
1950,164.09131618087181,64.60288038617,BLS 1950
1950,178.9188229295752,70.4404814683367,BLS 1950
1950,167.44394630726438,65.922813506797,BLS 1950
1950,157.1163401983584,61.8568268497474,BLS 1950
1950,167.09247801771392,65.7844401644543,BLS 1950
1950,182.45145079737063,71.8312798414845,BLS 1950
1950,170.29513640659388,67.0453292939346,BLS 1950
1950,173.49598543827418,68.3055060780607,BLS 1950
1950,177.86466779243202,70.0254597608,BLS 1950
1950,156.99838013712787,61.810385880759,BLS 1950
1950,159.89572034876784,62.9510710034519,BLS 1950
1950,167.18568787382443,65.8211369581986,BLS 1950
1950,178.80977239335414,70.3975481863599,BLS 1950
1950,173.67957248366906,68.3777844423894,BLS 1950
1950,177.62905769722082,69.9326998807956,BLS 1950
1950,168.07638705178627,66.1718059259001,BLS 1950
1950,173.87916228192404,68.4563631031197,BLS 1950
1950,177.555798086226,69.9038575142622,BLS 1950
1950,155.32013127529981,61.1496579824015,BLS 1950
1950,160.94289967318986,63.3633463280275,BLS 1950
1950,162.93359285095252,64.1470837995876,BLS 1950
1950,170.9887116471305,67.3183904122561,BLS 1950
1950,154.11433757963118,60.6749360549729,BLS 1950
1950,174.85589246317733,68.840902544558,BLS 1950
1950,171.91413548331698,67.6827305052429,BLS 1950
1950,163.82179220397495,64.4967685842421,BLS 1950
1950,169.70350663125507,66.8124041855335,BLS 1950
1950,174.61595187450294,68.7464377458673,BLS 1950
1950,170.3518286104455,67.0676490592305,BLS 1950
1950,173.07050224952397,68.1379930116236,BLS 1950
1950,160.89095785076736,63.3428967916407,BLS 1950
1950,181.32213241739672,71.3866663060617,BLS 1950
1950,162.5303760341556,63.9883370213211,BLS 1950
1950,173.9554217681241,68.4863865228835,BLS 1950
1950,171.49100449322734,67.5161435012706,BLS 1950
1950,166.62614312780545,65.6008437511045,BLS 1950
1950,195.0724926130661,76.800193942152,BLS 1950
1950,170.44766720501707,67.1053807893768,BLS 1950
1950,157.86517432077326,62.1516434333753,BLS 1950
1950,169.84376562340663,66.8676242611837,BLS 1950
1950,155.0471944207837,61.0422025278676,BLS 1950
1950,162.87314586040554,64.1232857718132,BLS 1950
1950,156.32383053445253,61.5448151710443,BLS 1950
1950,158.89284043657585,62.5562363923527,BLS 1950
1950,173.1359645570489,68.1637655736413,BLS 1950
1950,161.68402382503737,63.6551274901722,BLS 1950
1950,183.82873392544684,72.373517293483,BLS 1950
1950,162.93358926594723,64.1470823881682,BLS 1950
1950,155.76981736094234,61.3266997484025,BLS 1950
1950,188.89064695690757,74.3663964397274,BLS 1950
1950,178.3338115327154,70.2101620207541,BLS 1950
1950,180.6097176002945,71.106188031612,BLS 1950
1950,158.99090386927588,62.594844043022,BLS 1950
1950,162.69961052669203,64.0549647742882,BLS 1950
1950,156.39699189016585,61.573618854396,BLS 1950
1950,179.01970645201405,70.4801993905567,BLS 1950
1950,180.8122037148894,71.1859069743659,BLS 1950
1950,181.44144159319345,71.4336384225171,BLS 1950
1950,178.3812754080816,70.2288485858589,BLS 1950
